Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
1432,1/4/2016 14:45,1/4/2016 15:09,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24451,Subscriber,1977,2
2472,1/4/2016 14:52,1/4/2016 15:33,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,24514,Subscriber,1965,1
118,1/4/2016 14:58,1/4/2016 15:00,3198,Heights Elevator,40.748715945380226,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,24463,Subscriber,1989,1
1344,1/4/2016 15:14,1/4/2016 15:37,3211,Newark Ave,40.72152515,-74.04630454,3210,Pershing Field,40.74267714,-74.05178863,24516,Customer,,0
1159,1/4/2016 15:16,1/4/2016 15:35,3205,JC Medical Center,40.71653978099194,-74.04963791,3194,McGinley Square,40.72533993,-74.06762213,24406,Subscriber,1956,1
769,1/4/2016 15:22,1/4/2016 15:35,3211,Newark Ave,40.72152515,-74.04630454,3195,Sip Ave,40.73074262530658,-74.06378388,24652,Subscriber,1989,1
231,1/4/2016 15:24,1/4/2016 15:28,3213,Van Vorst Park,40.71848892,-74.04772663,3209,Brunswick St,40.7241765,-74.0506564,24389,Subscriber,1985,2
241,1/4/2016 15:30,1/4/2016 15:34,3220,5 Corners Library,40.734961020009514,-74.05950308,3201,Dey St,40.737711,-74.066921,24529,Subscriber,1963,1
697,1/4/2016 15:31,1/4/2016 15:43,3202,Newport PATH,40.7272235,-74.0337589,3209,Brunswick St,40.7241765,-74.0506564,24676,Subscriber,1970,1
1526,1/4/2016 15:36,1/4/2016 16:01,3195,Sip Ave,40.73074262530658,-74.06378388,3192,Liberty Light Rail,40.7112423,-74.0557013,24589,Customer,,0
626,1/4/2016 15:39,1/4/2016 15:50,3195,Sip Ave,40.73074262530658,-74.06378388,3207,Oakland Ave,40.7376037,-74.0524783,24705,Subscriber,1983,2
289,1/4/2016 15:52,1/4/2016 15:56,3186,Grove St PATH,40.71958611647166,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24610,Subscriber,1981,2
618,1/4/2016 15:55,1/4/2016 16:05,3214,Essex Light Rail,40.7127742,-74.0364857,3203,Hamilton Park,40.72759597,-74.04424731,24407,Subscriber,1979,1
611,1/4/2016 15:56,1/4/2016 16:06,3212,Christ Hospital,40.73478582,-74.05044364,3186,Grove St PATH,40.71958611647166,-74.04311746,24685,Subscriber,1976,2
73,1/4/2016 16:07,1/4/2016 16:08,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,24484,Customer,,0
2065,1/4/2016 16:09,1/4/2016 16:43,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,24435,Customer,,0
330,1/4/2016 16:11,1/4/2016 16:17,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,24606,Subscriber,1983,1
564,1/4/2016 16:14,1/4/2016 16:23,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24411,Subscriber,1985,1
642,1/4/2016 16:15,1/4/2016 16:26,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,24451,Subscriber,1986,2
199,1/4/2016 16:18,1/4/2016 16:21,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958611647166,-74.04311746,24429,Subscriber,1972,2
1069,1/4/2016 16:41,1/4/2016 16:59,3203,Hamilton Park,40.72759597,-74.04424731,3214,Essex Light Rail,40.7127742,-74.0364857,24644,Subscriber,1979,1
733,1/4/2016 16:50,1/4/2016 17:02,3186,Grove St PATH,40.71958611647166,-74.04311746,3187,Warren St,40.7211236,-74.03805095,24634,Subscriber,1973,1
244,1/4/2016 16:50,1/4/2016 16:54,3195,Sip Ave,40.73074262530658,-74.06378388,3201,Dey St,40.737711,-74.066921,24388,Subscriber,1962,1
427,1/4/2016 17:06,1/4/2016 17:13,3202,Newport PATH,40.7272235,-74.0337589,3186,Grove St PATH,40.71958611647166,-74.04311746,24599,Subscriber,1987,1
413,1/4/2016 17:08,1/4/2016 17:14,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,24426,Subscriber,1984,1
262,1/4/2016 17:10,1/4/2016 17:15,3186,Grove St PATH,40.71958611647166,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24450,Subscriber,1991,1
293,1/4/2016 17:12,1/4/2016 17:17,3195,Sip Ave,40.73074262530658,-74.06378388,3201,Dey St,40.737711,-74.066921,24536,Subscriber,1972,1
1298,1/4/2016 17:15,1/4/2016 17:37,3183,Exchange Place,40.7162469,-74.0334588,3210,Pershing Field,40.74267714,-74.05178863,24563,Subscriber,1976,1
476,1/4/2016 17:20,1/4/2016 17:28,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24479,Subscriber,1969,1
1814,1/4/2016 17:20,1/4/2016 17:50,3202,Newport PATH,40.7272235,-74.0337589,3213,Van Vorst Park,40.71848892,-74.04772663,24689,Subscriber,1978,2
384,1/4/2016 17:21,1/4/2016 17:27,3186,Grove St PATH,40.71958611647166,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24429,Subscriber,1980,2
142,1/4/2016 17:23,1/4/2016 17:25,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24606,Subscriber,1981,2
293,1/4/2016 17:24,1/4/2016 17:29,3186,Grove St PATH,40.71958611647166,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24599,Subscriber,1960,1
90,1/4/2016 17:24,1/4/2016 17:25,3195,Sip Ave,40.73074262530658,-74.06378388,3195,Sip Ave,40.73074262530658,-74.06378388,24413,Subscriber,1989,1
211,1/4/2016 17:24,1/4/2016 17:28,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074262530658,-74.06378388,24602,Subscriber,1990,1
189,1/4/2016 17:34,1/4/2016 17:37,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24616,Subscriber,1964,1
305,1/4/2016 17:36,1/4/2016 17:41,3186,Grove St PATH,40.71958611647166,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24714,Subscriber,1984,1
401,1/4/2016 17:37,1/4/2016 17:43,3186,Grove St PATH,40.71958611647166,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24587,Subscriber,1974,1
550,1/4/2016 17:38,1/4/2016 17:47,3186,Grove St PATH,40.71958611647166,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24487,Subscriber,1975,1
535,1/4/2016 17:44,1/4/2016 17:53,3195,Sip Ave,40.73074262530658,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24413,Subscriber,1989,1
272,1/4/2016 17:46,1/4/2016 17:51,3186,Grove St PATH,40.71958611647166,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24685,Subscriber,1978,1
380,1/4/2016 17:46,1/4/2016 17:53,3186,Grove St PATH,40.71958611647166,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24609,Subscriber,1978,2
218,1/4/2016 17:49,1/4/2016 17:52,3211,Newark Ave,40.72152515,-74.04630454,3185,City Hall,40.7177325,-74.043845,24426,Subscriber,1977,1
165,1/4/2016 17:50,1/4/2016 17:53,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24723,Subscriber,1990,2
311,1/4/2016 17:57,1/4/2016 18:02,3186,Grove St PATH,40.71958611647166,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24662,Subscriber,1980,1
379,1/4/2016 17:58,1/4/2016 18:04,3220,5 Corners Library,40.734961020009514,-74.05950308,3210,Pershing Field,40.74267714,-74.05178863,24716,Subscriber,1985,2
294,1/4/2016 18:03,1/4/2016 18:08,3203,Hamilton Park,40.72759597,-74.04424731,3209,Brunswick St,40.7241765,-74.0506564,24631,Subscriber,1976,1
387,1/4/2016 18:08,1/4/2016 18:15,3206,Hilltop,40.7311689,-74.0575736,3207,Oakland Ave,40.7376037,-74.0524783,24588,Subscriber,1978,2
385,1/4/2016 18:14,1/4/2016 18:21,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24435,Subscriber,1982,1
318,1/4/2016 18:15,1/4/2016 18:20,3186,Grove St PATH,40.71958611647166,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24434,Subscriber,1982,1
308,1/4/2016 18:19,1/4/2016 18:24,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24391,Subscriber,1979,1
230,1/4/2016 18:21,1/4/2016 18:25,3195,Sip Ave,40.73074262530658,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24670,Subscriber,1970,1
336,1/4/2016 18:23,1/4/2016 18:29,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,24693,Subscriber,1979,1
146,1/4/2016 18:31,1/4/2016 18:33,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24618,Subscriber,1986,1
812,1/4/2016 18:33,1/4/2016 18:46,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,24479,Subscriber,1981,1
211,1/4/2016 18:34,1/4/2016 18:38,3195,Sip Ave,40.73074262530658,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24519,Subscriber,1983,1
671,1/4/2016 18:35,1/4/2016 18:46,3195,Sip Ave,40.73074262530658,-74.06378388,3210,Pershing Field,40.74267714,-74.05178863,24724,Subscriber,1982,1
111,1/4/2016 18:36,1/4/2016 18:38,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,24611,Subscriber,1992,1
475,1/4/2016 18:37,1/4/2016 18:45,3195,Sip Ave,40.73074262530658,-74.06378388,3207,Oakland Ave,40.7376037,-74.0524783,24678,Subscriber,1980,1
391,1/4/2016 18:40,1/4/2016 18:46,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,24466,Subscriber,1976,1
136,1/4/2016 18:44,1/4/2016 18:46,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24510,Subscriber,1984,1
502,1/4/2016 18:44,1/4/2016 18:53,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,24654,Subscriber,1976,1
573,1/4/2016 18:48,1/4/2016 18:58,3195,Sip Ave,40.73074262530658,-74.06378388,3215,Central Ave,40.7467299,-74.0492509,24677,Subscriber,1977,1
239,1/4/2016 18:52,1/4/2016 18:56,3206,Hilltop,40.7311689,-74.0575736,3207,Oakland Ave,40.7376037,-74.0524783,24674,Subscriber,1979,1
883,1/4/2016 18:53,1/4/2016 19:08,3195,Sip Ave,40.73074262530658,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24608,Subscriber,1971,2
192,1/4/2016 18:56,1/4/2016 19:00,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24501,Subscriber,1990,1
301,1/4/2016 18:58,1/4/2016 19:03,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24601,Subscriber,1982,2
92,1/4/2016 18:59,1/4/2016 19:00,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24462,Subscriber,1976,1
477,1/4/2016 19:00,1/4/2016 19:08,3195,Sip Ave,40.73074262530658,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24661,Subscriber,1975,2
546,1/4/2016 19:00,1/4/2016 19:09,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24721,Subscriber,1956,1
509,1/4/2016 19:01,1/4/2016 19:09,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,24587,Subscriber,1985,1
436,1/4/2016 19:01,1/4/2016 19:08,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24458,Subscriber,1977,1
111,1/4/2016 19:03,1/4/2016 19:05,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,24378,Subscriber,1962,1
481,1/4/2016 19:04,1/4/2016 19:12,3220,5 Corners Library,40.734961020009514,-74.05950308,3210,Pershing Field,40.74267714,-74.05178863,24558,Subscriber,1964,2
671,1/4/2016 19:09,1/4/2016 19:20,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24430,Subscriber,1987,1
253,1/4/2016 19:10,1/4/2016 19:14,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,24498,Subscriber,1991,1
327,1/4/2016 19:11,1/4/2016 19:17,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24559,Subscriber,1964,2
394,1/4/2016 19:20,1/4/2016 19:27,3195,Sip Ave,40.73074262530658,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24652,Subscriber,1972,1
111,1/4/2016 19:22,1/4/2016 19:24,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24501,Subscriber,1990,1
243,1/4/2016 19:29,1/4/2016 19:33,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24587,Subscriber,1978,1
397,1/4/2016 19:34,1/4/2016 19:41,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24633,Subscriber,1963,1
420,1/4/2016 19:34,1/4/2016 19:41,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,24645,Subscriber,1988,2
304,1/4/2016 19:35,1/4/2016 19:40,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,24479,Subscriber,1984,1
247,1/4/2016 19:42,1/4/2016 19:46,3195,Sip Ave,40.73074262530658,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24573,Subscriber,1976,1
299,1/4/2016 19:43,1/4/2016 19:48,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24537,Subscriber,1986,1
667,1/4/2016 19:47,1/4/2016 19:58,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,24689,Subscriber,1969,1
203,1/4/2016 19:51,1/4/2016 19:54,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24537,Subscriber,1984,2
161,1/4/2016 19:57,1/4/2016 19:59,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24479,Subscriber,1976,1
219,1/4/2016 20:01,1/4/2016 20:05,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24627,Subscriber,1978,2
716,1/4/2016 20:06,1/4/2016 20:18,3211,Newark Ave,40.72152515,-74.04630454,3212,Christ Hospital,40.73478582,-74.05044364,24552,Subscriber,1983,1
355,1/4/2016 20:07,1/4/2016 20:13,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,24612,Subscriber,1973,1
130,1/4/2016 20:18,1/4/2016 20:20,3186,Grove St PATH,40.71958611647166,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,24714,Subscriber,1976,1
166,1/4/2016 20:24,1/4/2016 20:27,3186,Grove St PATH,40.71958611647166,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24434,Subscriber,1970,1
484,1/4/2016 20:25,1/4/2016 20:33,3214,Essex Light Rail,40.7127742,-74.0364857,3211,Newark Ave,40.72152515,-74.04630454,24576,Subscriber,1989,1
547,1/4/2016 20:44,1/4/2016 20:53,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24467,Subscriber,1967,1
243,1/4/2016 20:50,1/4/2016 20:54,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,24435,Subscriber,1964,2
717,1/4/2016 21:00,1/4/2016 21:12,3195,Sip Ave,40.73074262530658,-74.06378388,3210,Pershing Field,40.74267714,-74.05178863,24481,Subscriber,1960,1
716,1/4/2016 21:04,1/4/2016 21:16,3186,Grove St PATH,40.71958611647166,-74.04311746,3190,Garfield Ave Station,40.71046702,-74.0700388,24618,Subscriber,1988,1
277,1/4/2016 21:16,1/4/2016 21:21,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24441,Customer,,0
410,1/4/2016 21:17,1/4/2016 21:24,3195,Sip Ave,40.73074262530658,-74.06378388,3212,Christ Hospital,40.73478582,-74.05044364,24397,Subscriber,1990,1
254,1/4/2016 21:19,1/4/2016 21:24,3186,Grove St PATH,40.71958611647166,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24487,Subscriber,1984,1
192,1/4/2016 21:26,1/4/2016 21:29,3186,Grove St PATH,40.71958611647166,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24676,Subscriber,1975,1
574,1/4/2016 21:51,1/4/2016 22:00,3195,Sip Ave,40.73074262530658,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24511,Subscriber,1984,2
541,1/4/2016 22:14,1/4/2016 22:23,3195,Sip Ave,40.73074262530658,-74.06378388,3207,Oakland Ave,40.7376037,-74.0524783,24666,Subscriber,1976,2
109,1/4/2016 22:38,1/4/2016 22:40,3205,JC Medical Center,40.71653978099194,-74.04963791,3185,City Hall,40.7177325,-74.043845,24582,Subscriber,1980,1
139,1/4/2016 23:29,1/4/2016 23:32,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24462,Subscriber,1991,1
138,1/4/2016 23:30,1/4/2016 23:33,3195,Sip Ave,40.73074262530658,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24452,Subscriber,1990,1
91,1/4/2016 23:57,1/4/2016 23:58,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24462,Subscriber,1981,1
426,1/5/2016 0:00,1/5/2016 0:07,3186,Grove St PATH,40.71958611647166,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24613,Subscriber,1964,2
255,1/5/2016 0:34,1/5/2016 0:38,3186,Grove St PATH,40.71958611647166,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24470,Subscriber,1982,2
1411,1/5/2016 4:39,1/5/2016 5:02,3217,Bayside Park,40.69865054,-74.08207968,3183,Exchange Place,40.7162469,-74.0334588,24571,Customer,,0
392,1/5/2016 5:12,1/5/2016 5:19,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388,24457,Subscriber,1958,1
298,1/5/2016 5:27,1/5/2016 5:32,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,24542,Subscriber,1975,2
727,1/5/2016 5:49,1/5/2016 6:01,3207,Oakland Ave,40.7376037,-74.0524783,3185,City Hall,40.7177325,-74.043845,24678,Subscriber,1984,2
339,1/5/2016 6:02,1/5/2016 6:08,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958611647166,-74.04311746,24606,Subscriber,1974,1
147,1/5/2016 6:08,1/5/2016 6:11,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24610,Subscriber,1973,1
220,1/5/2016 6:17,1/5/2016 6:21,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074262530658,-74.06378388,24651,Subscriber,1987,2
331,1/5/2016 6:26,1/5/2016 6:31,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24542,Subscriber,1975,2
125,1/5/2016 6:33,1/5/2016 6:35,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958611647166,-74.04311746,24434,Subscriber,1970,1
95,1/5/2016 6:43,1/5/2016 6:45,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24594,Subscriber,1979,1
185,1/5/2016 6:44,1/5/2016 6:47,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958611647166,-74.04311746,24378,Subscriber,1989,1
281,1/5/2016 6:45,1/5/2016 6:50,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746,24450,Subscriber,1981,1
121,1/5/2016 7:00,1/5/2016 7:02,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24510,Subscriber,1983,1
198,1/5/2016 7:04,1/5/2016 7:07,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746,24437,Subscriber,1991,1
555,1/5/2016 7:05,1/5/2016 7:15,3209,Brunswick St,40.7241765,-74.0506564,3184,Paulus Hook,40.7141454,-74.0335519,24665,Customer,,0
250,1/5/2016 7:08,1/5/2016 7:12,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958611647166,-74.04311746,24662,Subscriber,1979,1
913,1/5/2016 7:13,1/5/2016 7:29,3209,Brunswick St,40.7241765,-74.0506564,3199,Newport Pkwy,40.7287448,-74.0321082,24394,Subscriber,1989,2
155,1/5/2016 7:17,1/5/2016 7:19,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24451,Subscriber,1984,1
280,1/5/2016 7:23,1/5/2016 7:28,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958611647166,-74.04311746,24721,Subscriber,1969,1
249,1/5/2016 7:32,1/5/2016 7:37,3205,JC Medical Center,40.71653978099194,-74.04963791,3186,Grove St PATH,40.71958611647166,-74.04311746,24427,Subscriber,1989,1
307,1/5/2016 7:35,1/5/2016 7:40,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746,24609,Subscriber,1975,1
202,1/5/2016 7:37,1/5/2016 7:40,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958611647166,-74.04311746,24494,Subscriber,1972,2
148,1/5/2016 7:38,1/5/2016 7:41,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24391,Subscriber,1981,2
565,1/5/2016 7:44,1/5/2016 7:53,3211,Newark Ave,40.72152515,-74.04630454,3184,Paulus Hook,40.7141454,-74.0335519,24714,Subscriber,1976,1
507,1/5/2016 7:50,1/5/2016 7:59,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24627,Subscriber,1956,1
304,1/5/2016 7:53,1/5/2016 7:58,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958611647166,-74.04311746,24439,Subscriber,1971,2
324,1/5/2016 7:53,1/5/2016 7:59,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746,24551,Subscriber,1982,1
204,1/5/2016 7:54,1/5/2016 7:58,3205,JC Medical Center,40.71653978099194,-74.04963791,3186,Grove St PATH,40.71958611647166,-74.04311746,24702,Subscriber,1984,1
232,1/5/2016 7:56,1/5/2016 8:00,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958611647166,-74.04311746,24667,Subscriber,1975,1
897,1/5/2016 7:57,1/5/2016 8:12,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,24594,Subscriber,1987,2
141,1/5/2016 7:58,1/5/2016 8:00,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,24646,Subscriber,1969,1
113,1/5/2016 7:58,1/5/2016 8:00,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24462,Subscriber,1980,1
280,1/5/2016 7:59,1/5/2016 8:03,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24379,Subscriber,1980,1
139,1/5/2016 8:03,1/5/2016 8:05,3197,North St,40.752559,-74.044725,3198,Heights Elevator,40.748715945380226,-74.0404433,24449,Subscriber,1984,1
233,1/5/2016 8:04,1/5/2016 8:08,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746,24586,Subscriber,1984,1
148,1/5/2016 8:06,1/5/2016 8:08,3211,Newark Ave,40.72152515,-74.04630454,3185,City Hall,40.7177325,-74.043845,24646,Subscriber,1993,1
377,1/5/2016 8:06,1/5/2016 8:12,3211,Newark Ave,40.72152515,-74.04630454,3184,Paulus Hook,40.7141454,-74.0335519,24576,Subscriber,1989,1
232,1/5/2016 8:06,1/5/2016 8:10,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958611647166,-74.04311746,24620,Subscriber,1970,1
972,1/5/2016 8:06,1/5/2016 8:22,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074262530658,-74.06378388,24608,Subscriber,1971,2
92,1/5/2016 8:07,1/5/2016 8:08,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24723,Subscriber,1981,1
301,1/5/2016 8:08,1/5/2016 8:13,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074262530658,-74.06378388,24406,Subscriber,1970,1
362,1/5/2016 8:08,1/5/2016 8:14,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074262530658,-74.06378388,24388,Subscriber,1962,1
250,1/5/2016 8:09,1/5/2016 8:13,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958611647166,-74.04311746,24448,Subscriber,1977,1
262,1/5/2016 8:11,1/5/2016 8:15,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958611647166,-74.04311746,24693,Subscriber,1963,1
135,1/5/2016 8:15,1/5/2016 8:17,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958611647166,-74.04311746,24531,Subscriber,1972,1
204,1/5/2016 8:16,1/5/2016 8:20,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074262530658,-74.06378388,24526,Subscriber,1976,1
430,1/5/2016 8:17,1/5/2016 8:24,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,24633,Subscriber,1974,1
345,1/5/2016 8:19,1/5/2016 8:24,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074262530658,-74.06378388,24567,Subscriber,1973,1
262,1/5/2016 8:20,1/5/2016 8:24,3209,Brunswick St,40.7241765,-74.0506564,3213,Van Vorst Park,40.71848892,-74.04772663,24389,Subscriber,1985,2
120,1/5/2016 8:22,1/5/2016 8:24,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958611647166,-74.04311746,24435,Subscriber,1977,1
226,1/5/2016 8:25,1/5/2016 8:29,3220,5 Corners Library,40.734961020009514,-74.05950308,3195,Sip Ave,40.73074262530658,-74.06378388,24591,Subscriber,1982,1
770,1/5/2016 8:26,1/5/2016 8:39,3196,Riverview Park,40.7443187,-74.0439909,3186,Grove St PATH,40.71958611647166,-74.04311746,24640,Subscriber,1987,1
